"CUSIP","Security Type","Security Term","Auction Date","Issue Date","Maturity Date","Price per $100","Interest Payment Frequency","Interest Rate"
"9127943D4","Bill","26-Week","02/12/1996","02/15/1996","08/15/1996","","",""
"912794X33","Bill","7-Day","02/08/1996","02/15/1996","02/22/1996","","",""
"912810EW4","Bond","30-Year","02/08/1996","02/15/1996","02/15/2026","","Semi-Annual","6.000%"
"912827W81","Note","10-Year","02/07/1996","02/15/1996","02/15/2006","","Semi-Annual","5.625%"
"912827W73","Note","3-Year","02/06/1996","02/15/1996","02/15/1999","","Semi-Annual","5.000%"
"912794Y65","Bill","13-Week","02/05/1996","02/08/1996","05/09/1996","","",""
"9127943C6","Bill","26-Week","02/05/1996","02/08/1996","08/08/1996","","",""
"9127942L7","Bill","52-Week","02/01/1996","02/08/1996","02/06/1997","","",""
"912794Y57","Bill","13-Week","01/29/1996","02/01/1996","05/02/1996","","",""
"9127943B8","Bill","26-Week","01/29/1996","02/01/1996","08/01/1996","","",""
"912827W65","Note","5-Year","01/24/1996","01/31/1996","01/31/2001","99.523","Semi-Annual","5.250%"
"912827W57","Note","2-Year","01/23/1996","01/31/1996","01/31/1998","99.872","Semi-Annual","5.000%"
"912794Y40","Bill","13-Week","01/22/1996","01/25/1996","04/25/1996","","",""
"912794Z64","Bill","26-Week","01/22/1996","01/25/1996","07/25/1996","","",""
"912794Y32","Bill","13-Week","01/16/1996","01/18/1996","04/18/1996","","",""
"9127943A0","Bill","26-Week","01/16/1996","01/18/1996","07/18/1996","","",""
"912794Y24","Bill","13-Week","01/09/1996","01/11/1996","04/11/1996","","",""
"9127942Z6","Bill","26-Week","01/09/1996","01/11/1996","07/11/1996","","",""
"9127942K9","Bill","52-Week","01/04/1996","01/11/1996","01/09/1997","","",""
"912794X90","Bill","13-Week","01/02/1996","01/04/1996","04/04/1996","","",""
"9127942Y9","Bill","26-Week","01/02/1996","01/04/1996","07/05/1996","","",""
"912794X82","Bill","13-Week","12/26/1995","12/28/1995","03/28/1996","","",""
"912794Z56","Bill","26-Week","12/26/1995","12/28/1995","06/27/1996","","",""
"912827W40","Note","5-Year","12/21/1995","01/02/1996","12/31/2000","99.784","Semi-Annual","5.500%"
"912827W32","Note","2-Year","12/20/1995","01/02/1996","12/31/1997","99.927","Semi-Annual","5.250%"
"912794X74","Bill","13-Week","12/18/1995","12/21/1995","03/21/1996","","",""
"912794Z49","Bill","26-Week","12/18/1995","12/21/1995","06/20/1996","","",""
"912794X66","Bill","13-Week","12/11/1995","12/14/1995","03/14/1996","","",""
"912794Z31","Bill","26-Week","12/11/1995","12/14/1995","06/13/1996","","",""
"9127942B9","Bill","52-Week","12/07/1995","12/14/1995","12/12/1996","","",""
"912794X58","Bill","13-Week","12/04/1995","12/07/1995","03/07/1996","","",""
"912794Z23","Bill","26-Week","12/04/1995","12/07/1995","06/06/1996","","",""
"912794T61","Bill","13-Day","11/30/1995","12/01/1995","12/14/1995","","",""
"912794W34","Bill","27-Day","11/30/1995","12/01/1995","12/28/1995","","",""
"912827W24","Note","5-Year","11/29/1995","11/30/1995","11/30/2000","100.000","Semi-Annual","5.625%"
"912827V90","Note","2-Year","11/28/1995","11/30/1995","11/30/1997","99.806","Semi-Annual","5.375%"
"912794X41","Bill","13-Week","11/27/1995","11/30/1995","02/29/1996","","",""
"912794Y99","Bill","26-Week","11/27/1995","11/30/1995","05/30/1996","","",""
"912827V82","Note","10-Year","11/21/1995","11/24/1995","11/15/2005","","Semi-Annual","5.875%"
"912794X33","Bill","13-Week","11/20/1995","11/24/1995","02/22/1996","","",""
"912794Y81","Bill","26-Week","11/20/1995","11/24/1995","05/23/1996","","",""
"912827V74","Note","3-Year","11/20/1995","11/24/1995","11/15/1998","","Semi-Annual","5.500%"
"9127942A1","Bill","52-Week","11/15/1995","11/16/1995","11/14/1996","","",""
"912794V76","Bill","9-Day","11/14/1995","11/15/1995","11/24/1995","","",""
"912794W26","Bill","36-Day","11/14/1995","11/15/1995","12/21/1995","","",""
"912794X25","Bill","13-Week","11/13/1995","11/16/1995","02/15/1996","","",""
"912794Y73","Bill","26-Week","11/13/1995","11/16/1995","05/16/1996","","",""
"912794W91","Bill","13-Week","11/06/1995","11/09/1995","02/08/1996","","",""
"912794Y65","Bill","26-Week","11/06/1995","11/09/1995","05/09/1996","","",""
"912794W26","Bill","48-Day","11/02/1995","11/03/1995","12/21/1995","","",""
"912794W75","Bill","83-Day","11/02/1995","11/03/1995","01/25/1996","","",""
"912794W83","Bill","13-Week","10/30/1995","11/02/1995","02/01/1996","","",""
"912794Y57","Bill","26-Week","10/30/1995","11/02/1995","05/02/1996","","",""
"912827V66","Note","5-Year","10/25/1995","10/31/1995","10/31/2000","99.743","Semi-Annual","5.750%"
"912827V58","Note","2-Year","10/24/1995","10/31/1995","10/31/1997","99.851","Semi-Annual","5.625%"
"912794W75","Bill","13-Week","10/23/1995","10/26/1995","01/25/1996","","",""
"912794Y40","Bill","26-Week","10/23/1995","10/26/1995","04/25/1996","","",""
"912794W67","Bill","13-Week","10/16/1995","10/19/1995","01/18/1996","","",""
"912794Y32","Bill","26-Week","10/16/1995","10/19/1995","04/18/1996","","",""
"912794Z98","Bill","52-Week","10/12/1995","10/19/1995","10/17/1996","","",""
"912794W59","Bill","13-Week","10/10/1995","10/12/1995","01/11/1996","","",""
"912794Y24","Bill","26-Week","10/10/1995","10/12/1995","04/11/1996","","",""
"912794W42","Bill","13-Week","10/02/1995","10/05/1995","01/04/1996","","",""
"912794X90","Bill","26-Week","10/02/1995","10/05/1995","04/04/1996","","",""
"912827V41","Note","5-Year","09/27/1995","10/02/1995","09/30/2000","99.932","Semi-Annual","6.125%"
"912827V33","Note","2-Year","09/26/1995","10/02/1995","09/30/1997","99.796","Semi-Annual","5.750%"
"912794W34","Bill","13-Week","09/25/1995","09/28/1995","12/28/1995","","",""
"912794X82","Bill","26-Week","09/25/1995","09/28/1995","03/28/1996","","",""
"912794W26","Bill","13-Week","09/18/1995","09/21/1995","12/21/1995","","",""
"912794X74","Bill","26-Week","09/18/1995","09/21/1995","03/21/1996","","",""
"912794Z80","Bill","52-Week","09/14/1995","09/21/1995","09/19/1996","","",""
"912794T61","Bill","13-Week","09/11/1995","09/14/1995","12/14/1995","","",""
"912794X66","Bill","26-Week","09/11/1995","09/14/1995","03/14/1996","","",""
"9127944P6","Bill","8-Day","09/06/1995","09/07/1995","09/15/1995","","",""
"912794V92","Bill","13-Week","09/05/1995","09/07/1995","12/07/1995","","",""
"912794X58","Bill","26-Week","09/05/1995","09/07/1995","03/07/1996","","",""
"912794T38","Bill","20-Day","08/31/1995","09/01/1995","09/21/1995","","",""
"912794V84","Bill","13-Week","08/28/1995","08/31/1995","11/30/1995","","",""
"912794X41","Bill","26-Week","08/28/1995","08/31/1995","02/29/1996","","",""
"912827V25","Note","5-Year","08/23/1995","08/31/1995","08/31/2000","99.493","Semi-Annual","6.250%"
"912827U91","Note","2-Year","08/22/1995","08/31/1995","08/31/1997","99.833","Semi-Annual","6.000%"
"912794V76","Bill","13-Week","08/21/1995","08/24/1995","11/24/1995","","",""
"912794X33","Bill","26-Week","08/21/1995","08/24/1995","02/22/1996","","",""
"912794Z72","Bill","52-Week","08/17/1995","08/24/1995","08/22/1996","","",""
"912794T53","Bill","13-Week","08/14/1995","08/17/1995","11/16/1995","","",""
"912794X25","Bill","26-Week","08/14/1995","08/17/1995","02/15/1996","","",""
"912810EV6","Bond","30-Year","08/10/1995","08/15/1995","08/15/2025","","Semi-Annual","6.875%"
"912827U83","Note","10-Year","08/09/1995","08/15/1995","08/15/2005","","Semi-Annual","6.500%"
"912827U75","Note","3-Year","08/08/1995","08/15/1995","08/15/1998","","Semi-Annual","5.875%"
"912794V68","Bill","13-Week","08/07/1995","08/10/1995","11/09/1995","","",""
"912794W91","Bill","26-Week","08/07/1995","08/10/1995","02/08/1996","","",""
"912794V50","Bill","13-Week","07/31/1995","08/03/1995","11/02/1995","","",""
"912794W83","Bill","26-Week","07/31/1995","08/03/1995","02/01/1996","","",""
"912827U67","Note","5-Year","07/26/1995","07/31/1995","07/31/2000","99.601","Semi-Annual","6.125%"
"912827U59","Note","2-Year","07/25/1995","07/31/1995","07/31/1997","99.851","Semi-Annual","5.875%"
"912794V43","Bill","13-Week","07/24/1995","07/27/1995","10/26/1995","","",""
"912794W75","Bill","26-Week","07/24/1995","07/27/1995","01/25/1996","","",""
"912794Z64","Bill","52-Week","07/20/1995","07/27/1995","07/25/1996","","",""
"912794T46","Bill","13-Week","07/17/1995","07/20/1995","10/19/1995","","",""
"912794W67","Bill","26-Week","07/17/1995","07/20/1995","01/18/1996","","",""
"912794V35","Bill","13-Week","07/10/1995","07/13/1995","10/12/1995","","",""
"912794W59","Bill","26-Week","07/10/1995","07/13/1995","01/11/1996","","",""
"912794V27","Bill","13-Week","07/03/1995","07/06/1995","10/05/1995","","",""
"912794W42","Bill","26-Week","07/03/1995","07/06/1995","01/04/1996","","",""
"912827U42","Note","5-Year","06/28/1995","06/30/1995","06/30/2000","99.872","Semi-Annual","5.875%"
"912827U34","Note","2-Year","06/27/1995","06/30/1995","06/30/1997","99.879","Semi-Annual","5.625%"
"912794U93","Bill","13-Week","06/26/1995","06/29/1995","09/28/1995","","",""
"912794W34","Bill","26-Week","06/26/1995","06/29/1995","12/28/1995","","",""
"912794Z56","Bill","52-Week","06/22/1995","06/29/1995","06/27/1996","","",""
"912794T38","Bill","13-Week","06/19/1995","06/22/1995","09/21/1995","","",""
"912794W26","Bill","26-Week","06/19/1995","06/22/1995","12/21/1995","","",""
"912794U85","Bill","13-Week","06/12/1995","06/15/1995","09/14/1995","","",""
"912794T61","Bill","26-Week","06/12/1995","06/15/1995","12/14/1995","","",""
"912794U77","Bill","13-Week","06/05/1995","06/08/1995","09/07/1995","","",""
"912794V92","Bill","26-Week","06/05/1995","06/08/1995","12/07/1995","","",""
"912794S62","Bill","13-Day","05/31/1995","06/02/1995","06/15/1995","","",""
"912794U69","Bill","13-Week","05/30/1995","06/01/1995","08/31/1995","","",""
"912794V84","Bill","26-Week","05/30/1995","06/01/1995","11/30/1995","","",""
"912794Y99","Bill","52-Week","05/25/1995","06/01/1995","05/30/1996","","",""
"912827U26","Note","5-Year","05/24/1995","05/31/1995","05/31/2000","100.000","Semi-Annual","6.250%"
"912827T93","Note","2-Year","05/23/1995","05/31/1995","05/31/1997","99.917","Semi-Annual","6.125%"
"912794T20","Bill","13-Week","05/22/1995","05/25/1995","08/24/1995","","",""
"912794V76","Bill","26-Week","05/22/1995","05/25/1995","11/24/1995","","",""
"912794U51","Bill","13-Week","05/15/1995","05/18/1995","08/17/1995","","",""
"912794T53","Bill","26-Week","05/15/1995","05/18/1995","11/16/1995","","",""
"912794S70","Bill","38-Day","05/11/1995","05/15/1995","06/22/1995","","",""
"912827T85","Note","10-Year","05/10/1995","05/15/1995","05/15/2005","","Semi-Annual","6.500%"
"912827T77","Note","3-Year","05/09/1995","05/15/1995","05/15/1998","","Semi-Annual","6.125%"
"912794U44","Bill","13-Week","05/08/1995","05/11/1995","08/10/1995","","",""
"912794V68","Bill","26-Week","05/08/1995","05/11/1995","11/09/1995","","",""
"912794U36","Bill","13-Week","05/01/1995","05/04/1995","08/03/1995","","",""
"912794V50","Bill","26-Week","05/01/1995","05/04/1995","11/02/1995","","",""
"912794Y57","Bill","52-Week","04/27/1995","05/04/1995","05/02/1996","","",""
"912827T69","Note","5-Year","04/26/1995","05/01/1995","04/30/2000","99.729","Semi-Annual","6.750%"
"912827T51","Note","2-Year","04/25/1995","05/01/1995","04/30/1997","99.956","Semi-Annual","6.500%"
"912794S96","Bill","13-Week","04/24/1995","04/27/1995","07/27/1995","","",""
"912794V43","Bill","26-Week","04/24/1995","04/27/1995","10/26/1995","","",""
"912794U28","Bill","13-Week","04/17/1995","04/20/1995","07/20/1995","","",""
"912794T46","Bill","26-Week","04/17/1995","04/20/1995","10/19/1995","","",""
"912794T95","Bill","13-Week","04/10/1995","04/13/1995","07/13/1995","","",""
"912794V35","Bill","26-Week","04/10/1995","04/13/1995","10/12/1995","","",""
"912794T87","Bill","13-Week","04/03/1995","04/06/1995","07/06/1995","","",""
"912794V27","Bill","26-Week","04/03/1995","04/06/1995","10/05/1995","","",""
"912794X90","Bill","52-Week","03/30/1995","04/06/1995","04/04/1996","","",""
"912794R63","Bill","17-Day","03/30/1995","04/03/1995","04/20/1995","","",""
"912827T44","Note","5-Year","03/29/1995","03/31/1995","03/31/2000","99.505","Semi-Annual","6.875%"
"912827T36","Note","2-Year","03/28/1995","03/31/1995","03/31/1997","99.830","Semi-Annual","6.625%"
"912794S88","Bill","13-Week","03/27/1995","03/30/1995","06/29/1995","","",""
"912794U93","Bill","26-Week","03/27/1995","03/30/1995","09/28/1995","","",""
"912794S70","Bill","13-Week","03/20/1995","03/23/1995","06/22/1995","","",""
"912794T38","Bill","26-Week","03/20/1995","03/23/1995","09/21/1995","","",""
"912794S62","Bill","13-Week","03/13/1995","03/16/1995","06/15/1995","","",""
"912794U85","Bill","26-Week","03/13/1995","03/16/1995","09/14/1995","","",""
"912794S54","Bill","13-Week","03/06/1995","03/09/1995","06/08/1995","","",""
"912794U77","Bill","26-Week","03/06/1995","03/09/1995","09/07/1995","","",""
"912794X58","Bill","52-Week","03/02/1995","03/09/1995","03/07/1996","","",""
"912794Q98","Bill","9-Day","03/01/1995","03/07/1995","03/16/1995","","",""
"912794S47","Bill","13-Week","02/27/1995","03/02/1995","06/01/1995","","",""
"912794U69","Bill","26-Week","02/27/1995","03/02/1995","08/31/1995","","",""
"912827T28","Note","5-Year","02/23/1995","02/28/1995","02/29/2000","100.000","Semi-Annual","7.125%"
"912827S94","Note","2-Year","02/22/1995","02/28/1995","02/28/1997","99.772","Semi-Annual","6.875%"
"912794S39","Bill","13-Week","02/21/1995","02/23/1995","05/25/1995","","",""
"912794T20","Bill","26-Week","02/21/1995","02/23/1995","08/24/1995","","",""
"912794S21","Bill","13-Week","02/13/1995","02/16/1995","05/18/1995","","",""
"912794U51","Bill","26-Week","02/13/1995","02/16/1995","08/17/1995","","",""
"912794R63","Bill","64-Day","02/09/1995","02/15/1995","04/20/1995","","",""
"912810ET1","Bond","30-Year","02/09/1995","02/15/1995","02/15/2025","","Semi-Annual","7.625%"
"912827S86","Note","10-Year","02/08/1995","02/15/1995","02/15/2005","","Semi-Annual","7.500%"
"912827S78","Note","3-Year","02/07/1995","02/15/1995","02/15/1998","","Semi-Annual","7.250%"
"912794R97","Bill","13-Week","02/06/1995","02/09/1995","05/11/1995","","",""
"912794U44","Bill","26-Week","02/06/1995","02/09/1995","08/10/1995","","",""
"912794W91","Bill","52-Week","02/02/1995","02/09/1995","02/08/1996","","",""
"912794R89","Bill","13-Week","01/30/1995","02/02/1995","05/04/1995","","",""
"912794U36","Bill","26-Week","01/30/1995","02/02/1995","08/03/1995","","",""
"912827S60","Note","5-Year","01/25/1995","01/31/1995","01/31/2000","99.837","Semi-Annual","7.750%"
"912827S52","Note","2-Year","01/24/1995","01/31/1995","01/31/1997","99.872","Semi-Annual","7.500%"
"912794R71","Bill","13-Week","01/23/1995","01/26/1995","04/27/1995","","",""
"912794S96","Bill","26-Week","01/23/1995","01/26/1995","07/27/1995","","",""
"912794R63","Bill","13-Week","01/17/1995","01/19/1995","04/20/1995","","",""
"912794U28","Bill","26-Week","01/17/1995","01/19/1995","07/20/1995","","",""
"912794R55","Bill","13-Week","01/09/1995","01/12/1995","04/13/1995","","",""
"912794T95","Bill","26-Week","01/09/1995","01/12/1995","07/13/1995","","",""
"912794W59","Bill","52-Week","01/05/1995","01/12/1995","01/11/1996","","",""
"912794R48","Bill","13-Week","01/03/1995","01/05/1995","04/06/1995","","",""
"912794T87","Bill","26-Week","01/03/1995","01/05/1995","07/06/1995","","",""
"912794P99","Bill","16-Day","12/29/1994","01/03/1995","01/19/1995","","",""
"912794R30","Bill","13-Week","12/27/1994","12/29/1994","03/30/1995","","",""
"912794S88","Bill","26-Week","12/27/1994","12/29/1994","06/29/1995","","",""
"912827S45","Note","5-Year","12/22/1994","01/03/1995","12/31/1999","99.593","Semi-Annual","7.750%"
"912827S37","Note","2-Year","12/21/1994","01/03/1995","12/31/1996","99.873","Semi-Annual","7.500%"
"912794R22","Bill","13-Week","12/19/1994","12/22/1994","03/23/1995","","",""
"912794S70","Bill","26-Week","12/19/1994","12/22/1994","06/22/1995","","",""
"912794Q98","Bill","13-Week","12/12/1994","12/15/1994","03/16/1995","","",""
"912794S62","Bill","26-Week","12/12/1994","12/15/1994","06/15/1995","","",""
"912794T61","Bill","52-Week","12/08/1994","12/15/1994","12/14/1995","","",""
"912794Q80","Bill","13-Week","12/05/1994","12/08/1994","03/09/1995","","",""
"912794S54","Bill","26-Week","12/05/1994","12/08/1994","06/08/1995","","",""
"912794P57","Bill","20-Day","11/30/1994","12/02/1994","12/22/1994","","",""
"912794Q72","Bill","13-Week","11/28/1994","12/01/1994","03/02/1995","","",""
"912794S47","Bill","26-Week","11/28/1994","12/01/1994","06/01/1995","","",""
"912827S29","Note","5-Year","11/22/1994","11/30/1994","11/30/1999","99.756","Semi-Annual","7.750%"
"912827R95","Note","2-Year","11/21/1994","11/30/1994","11/30/1996","99.908","Semi-Annual","7.250%"
"912794Q64","Bill","13-Week","11/21/1994","11/25/1994","02/23/1995","","",""
"912794S39","Bill","26-Week","11/21/1994","11/25/1994","05/25/1995","","",""
"912794Q56","Bill","13-Week","11/14/1994","11/17/1994","02/16/1995","","",""
"912794S21","Bill","26-Week","11/14/1994","11/17/1994","05/18/1995","","",""
"912794T53","Bill","52-Week","11/10/1994","11/17/1994","11/16/1995","","",""
"912794P57","Bill","37-Day","11/10/1994","11/15/1994","12/22/1994","","",""
"912827R87","Note","10-Year","11/09/1994","11/15/1994","11/15/2004","","Semi-Annual","7.875%"
"912827R79","Note","3-Year","11/08/1994","11/15/1994","11/15/1997","","Semi-Annual","7.375%"
"912794Q49","Bill","13-Week","11/07/1994","11/10/1994","02/09/1995","","",""
"912794R97","Bill","26-Week","11/07/1994","11/10/1994","05/11/1995","","",""
"912794Q31","Bill","13-Week","10/31/1994","11/03/1994","02/02/1995","","",""
"912794R89","Bill","26-Week","10/31/1994","11/03/1994","05/04/1995","","",""
"912827R61","Note","5-Year","10/26/1994","10/31/1994","10/31/1999","99.795","Semi-Annual","7.500%"
"912827C83","Note","2-Year","10/25/1994","10/31/1994","10/31/1996","99.991","Semi-Annual","6.875%"
"912794Q23","Bill","13-Week","10/24/1994","10/27/1994","01/26/1995","","",""
"912794R71","Bill","26-Week","10/24/1994","10/27/1994","04/27/1995","","",""
"912794P99","Bill","13-Week","10/17/1994","10/20/1994","01/19/1995","","",""
"912794R63","Bill","26-Week","10/17/1994","10/20/1994","04/20/1995","","",""
"912794T46","Bill","52-Week","10/13/1994","10/20/1994","10/19/1995","","",""
"912794P57","Bill","66-Day","10/12/1994","10/17/1994","12/22/1994","","",""
"912794P81","Bill","13-Week","10/11/1994","10/13/1994","01/12/1995","","",""
"912794R55","Bill","26-Week","10/11/1994","10/13/1994","04/13/1995","","",""
"912794P73","Bill","13-Week","10/03/1994","10/06/1994","01/05/1995","","",""
"912794R48","Bill","26-Week","10/03/1994","10/06/1994","04/06/1995","","",""
"912827R46","Note","5-Year","09/28/1994","09/30/1994","09/30/1999","99.772","Semi-Annual","7.125%"
"912827R38","Note","2-Year","09/27/1994","09/30/1994","09/30/1996","99.908","Semi-Annual","6.500%"
"912794P65","Bill","13-Week","09/26/1994","09/29/1994","12/29/1994","","",""
"912794R30","Bill","26-Week","09/26/1994","09/29/1994","03/30/1995","","",""
"912794P57","Bill","13-Week","09/19/1994","09/22/1994","12/22/1994","","",""
"912794R22","Bill","26-Week","09/19/1994","09/22/1994","03/23/1995","","",""
"912794T38","Bill","52-Week","09/15/1994","09/22/1994","09/21/1995","","",""
"912794M27","Bill","13-Week","09/12/1994","09/15/1994","12/15/1994","","",""
"912794Q98","Bill","26-Week","09/12/1994","09/15/1994","03/16/1995","","",""
"9127942C7","Bill","7-Day","09/09/1994","09/09/1994","09/16/1994","","",""
"912794P40","Bill","13-Week","09/06/1994","09/08/1994","12/08/1994","","",""
"912794Q80","Bill","26-Week","09/06/1994","09/08/1994","03/09/1995","","",""
"912794L77","Bill","16-Day","08/31/1994","09/06/1994","09/22/1994","","",""
"912794P32","Bill","13-Week","08/29/1994","09/01/1994","12/01/1994","","",""
"912794Q72","Bill","26-Week","08/29/1994","09/01/1994","03/02/1995","","",""
"912827R20","Note","5-Year","08/24/1994","08/31/1994","08/31/1999","99.854","Semi-Annual","6.875%"
"912827Q96","Note","2-Year","08/23/1994","08/31/1994","08/31/1996","99.963","Semi-Annual","6.250%"
"912794P24","Bill","13-Week","08/22/1994","08/25/1994","11/25/1994","","",""
"912794Q64","Bill","26-Week","08/22/1994","08/25/1994","02/23/1995","","",""
"912794T20","Bill","52-Week","08/18/1994","08/25/1994","08/24/1995","","",""
"912794L93","Bill","13-Week","08/15/1994","08/18/1994","11/17/1994","","",""
"912794Q56","Bill","26-Week","08/15/1994","08/18/1994","02/16/1995","","",""
"912794L77","Bill","38-Day","08/11/1994","08/15/1994","09/22/1994","","",""
"912810ES3","Bond","30-Year 3-Month","08/11/1994","08/15/1994","11/15/2024","","Semi-Annual","7.500%"
"912827Q88","Note","10-Year","08/10/1994","08/15/1994","08/15/2004","","Semi-Annual","7.250%"
"912827Q70","Note","3-Year","08/09/1994","08/15/1994","08/15/1997","","Semi-Annual","6.500%"
"912794N91","Bill","13-Week","08/08/1994","08/11/1994","11/10/1994","","",""
"912794Q49","Bill","26-Week","08/08/1994","08/11/1994","02/09/1995","","",""
"912794N83","Bill","13-Week","08/01/1994","08/04/1994","11/03/1994","","",""
"912794Q31","Bill","26-Week","08/01/1994","08/04/1994","02/02/1995","","",""
"912827Q62","Note","5-Year","07/27/1994","08/01/1994","07/31/1999","99.563","Semi-Annual","6.875%"
"912827Q54","Note","2-Year","07/26/1994","08/01/1994","07/31/1996","99.917","Semi-Annual","6.125%"
"912794N75","Bill","13-Week","07/25/1994","07/28/1994","10/27/1994","","",""
"912794Q23","Bill","26-Week","07/25/1994","07/28/1994","01/26/1995","","",""
"912794S96","Bill","52-Week","07/21/1994","07/28/1994","07/27/1995","","",""
"912794L85","Bill","13-Week","07/18/1994","07/21/1994","10/20/1994","","",""
"912794P99","Bill","26-Week","07/18/1994","07/21/1994","01/19/1995","","",""
"912794L77","Bill","69-Day","07/13/1994","07/15/1994","09/22/1994","","",""
"912794N67","Bill","13-Week","07/11/1994","07/14/1994","10/13/1994","","",""
"912794P81","Bill","26-Week","07/11/1994","07/14/1994","01/12/1995","","",""
"912794N59","Bill","13-Week","07/05/1994","07/07/1994","10/06/1994","","",""
"912794P73","Bill","26-Week","07/05/1994","07/07/1994","01/05/1995","","",""
"912794N42","Bill","13-Week","06/27/1994","06/30/1994","09/29/1994","","",""
"912794P65","Bill","26-Week","06/27/1994","06/30/1994","12/29/1994","","",""
"912794S88","Bill","52-Week","06/23/1994","06/30/1994","06/29/1995","","",""
"912827Q47","Note","5-Year","06/22/1994","06/30/1994","06/30/1999","99.916","Semi-Annual","6.750%"
"912827Q39","Note","2-Year","06/21/1994","06/30/1994","06/30/1996","99.926","Semi-Annual","6.000%"
"912794L77","Bill","13-Week","06/20/1994","06/23/1994","09/22/1994","","",""
"912794P57","Bill","26-Week","06/20/1994","06/23/1994","12/22/1994","","",""
"912794N34","Bill","13-Week","06/13/1994","06/16/1994","09/15/1994","","",""
"912794M27","Bill","26-Week","06/13/1994","06/16/1994","12/15/1994","","",""
"912794N26","Bill","13-Week","06/06/1994","06/09/1994","09/08/1994","","",""
"912794P40","Bill","26-Week","06/06/1994","06/09/1994","12/08/1994","","",""
"912794L28","Bill","13-Day","06/01/1994","06/03/1994","06/16/1994","","",""
"912794M92","Bill","13-Week","05/31/1994","06/02/1994","09/01/1994","","",""
"912794P32","Bill","26-Week","05/31/1994","06/02/1994","12/01/1994","","",""
"912794S47","Bill","52-Week","05/26/1994","06/02/1994","06/01/1995","","",""
"912827Q21","Note","5-Year","05/25/1994","05/31/1994","05/31/1999","99.875","Semi-Annual","6.750%"
"912827P97","Note","2-Year","05/24/1994","05/31/1994","05/31/1996","99.879","Semi-Annual","5.875%"
"912794L69","Bill","13-Week","05/23/1994","05/26/1994","08/25/1994","","",""
